UserID,Gender,AgeGroup,FamilySubscription,MonthsSubscribed,StreamingQuality,CustomerSupportRating,BillingCycle,MonthlyPlanPrice,CancelledSubscription,AvgWatchTimePerWeek,PreferredGenre,AppRating
8878-RYUKI,0,1,0,52,1,1,1,59.45,0,23,3,3.9
9633-DENPU,0,1,1,47,1,1,1,58.6,0,25,3,4.9
7811-JIVPF,0,1,0,23,1,2,1,49.7,0,8,2,4.2
7113-HIPFI,1,1,1,66,1,4,0,65.85,0,4,1,2.1
8541-QVFKM,0,1,0,8,0,1,1,73.5,0,29,0,3.8
6686-YPGHK,1,0,0,47,0,2,1,85.5,1,19,2,4.1
1383-EZRWL,0,1,0,7,2,0,1,20.05,1,23,1,3.9
9258-CNWAC,0,1,1,71,0,5,0,113.65,0,6,4,4.3
5371-VYLSX,0,0,0,50,0,1,1,83.4,0,14,4,4.6
6374-AFWOX,1,1,1,46,1,5,0,65.65,0,21,2,1.4
4759-TRPLW,1,1,0,1,0,3,1,70.4,1,4,0,1.4
5317-FLPJF,0,1,0,66,1,4,0,61.35,0,28,1,4.2
7621-VPNET,0,1,1,42,0,4,1,85.9,0,4,4,2.0
6034-YMTOB,0,1,0,5,0,5,1,75.65,0,16,4,1.2
8563-IIOXK,1,1,1,7,1,3,2,49.75,1,17,0,2.6
4903-CNOZC,1,1,0,29,1,3,2,70.9,0,22,2,4.3
4353-HYOJD,0,1,1,27,1,2,1,49.85,0,4,3,1.5
8020-BWHYL,0,0,0,15,0,3,1,75.3,1,6,1,3.7
7267-FRMJW,0,1,1,25,2,0,0,20.1,0,21,4,1.0
2982-VPSGI,0,1,1,11,0,3,1,94.0,1,11,3,1.4
4188-FRABG,1,1,1,57,0,5,1,103.05,0,9,0,2.4
8199-ZLLSA,1,1,0,67,0,5,2,118.35,1,15,2,1.3
4128-ETESU,0,0,1,47,0,1,1,99.7,0,29,1,4.4
0620-DLSLK,0,1,0,13,0,1,1,81.9,0,14,0,4.5
4625-EWPTF,1,1,0,8,1,1,1,30.45,1,5,2,4.0
5980-NOPLP,0,1,1,44,0,1,1,96.1,1,15,0,2.0
3850-OKINF,1,1,1,71,1,1,2,66.2,0,17,4,3.1
6892-XPFPU,1,0,1,24,0,2,1,104.25,1,16,4,1.7
8010-EZLOU,1,0,0,15,0,2,1,80.2,1,26,3,2.1
1156-ZFYDO,0,1,0,1,2,0,1,19.75,0,11,0,3.1
3295-YVUSR,1,0,0,2,0,1,1,72.6,0,15,4,3.9
8016-NCFVO,1,0,0,55,0,4,1,116.5,0,25,2,1.4
4119-ZYPZY,1,0,0,71,0,5,0,106.8,0,24,3,2.2
5549-ZGHFB,1,1,1,50,2,0,0,24.95,0,6,1,4.7
7577-SWIFR,1,1,0,1,0,3,1,89.25,0,23,0,2.7
0303-WMMRN,1,1,0,5,2,0,1,19.25,0,10,4,4.8
6408-OTUBZ,0,1,0,66,0,4,2,104.55,0,5,2,5.0
5204-HMGYF,0,1,1,49,1,5,2,87.2,0,4,0,3.1
1078-TDCRN,0,0,1,3,1,2,1,30.75,0,21,2,2.2
3727-OVPRY,1,1,1,66,2,0,2,25.7,0,30,3,4.2
3797-FKOGQ,1,1,0,11,0,2,1,86.2,0,25,4,1.6
7622-NXQZR,1,1,0,28,1,4,1,30.1,0,10,4,2.0
6196-HBOBZ,1,1,1,65,0,2,0,99.35,0,19,3,4.1
3970-XGJDU,0,1,0,62,2,0,0,19.2,0,15,2,2.7
7017-VFULY,0,1,1,2,2,0,1,20.1,0,9,0,1.8
5562-YJQGT,0,1,0,2,2,0,1,20.35,0,11,2,3.6
8807-OPMBM,0,1,1,55,2,0,0,25.65,0,14,0,3.9
5439-WIKXB,1,0,1,41,0,1,1,94.55,0,16,3,1.5
9874-QLCLH,0,1,1,17,0,2,1,104.2,1,16,1,2.1
8294-UIMBA,0,1,0,30,0,4,2,94.4,0,17,0,1.9
8109-YUOHE,1,1,0,17,1,3,2,56.1,0,5,4,2.5
5840-NVDCG,0,1,1,16,1,4,0,68.25,0,17,4,4.1
8092-NLTGF,1,1,0,72,2,0,0,24.75,0,21,4,3.9
5928-QLDHB,1,1,0,9,0,2,1,76.25,0,26,2,3.7
9840-EFJQB,0,1,0,1,0,2,1,74.35,0,22,2,1.0
0696-UKTOX,1,1,0,23,1,4,1,54.15,0,16,2,1.6
4801-KFYKL,1,1,0,8,2,0,1,19.45,0,10,4,1.9
3472-OAOOR,1,1,1,19,1,3,1,34.95,0,7,0,2.1
6135-OZQVA,0,1,0,7,1,3,1,53.65,0,21,4,1.6
8062-YBDOE,1,0,0,1,0,2,1,69.65,1,6,0,2.6
2252-JHJGE,1,1,0,61,0,1,2,104.0,0,16,2,1.3
4188-PCPIG,0,1,1,57,1,5,0,70.35,0,18,1,4.0
6000-APYLU,1,1,0,9,0,3,1,80.8,1,22,2,4.2
7105-BENQF,1,1,0,15,1,1,2,64.85,0,26,3,3.3
7721-DVEKZ,0,1,0,1,2,0,1,19.65,0,8,0,1.4
3566-VVORZ,0,1,1,12,1,3,1,45.9,0,25,1,4.6
9507-HSMMZ,1,1,0,54,2,0,0,20.0,0,27,2,4.9
2480-SQIOB,1,1,1,4,1,1,1,44.8,0,8,1,1.8
0947-IDHRQ,0,1,0,7,0,3,1,80.3,1,5,4,3.8
7813-TKCVO,0,1,1,20,2,0,2,20.35,0,17,0,4.4
0128-MKWSG,0,1,0,26,1,5,1,45.8,0,5,3,3.2
3672-YITQD,1,0,1,36,0,1,1,84.1,1,13,4,2.3
4350-ZTLPI,0,1,1,53,0,5,2,108.95,0,5,1,2.9
9048-JVYVF,1,1,0,3,1,5,1,69.35,1,30,2,3.0
0361-HJRDX,0,1,0,68,1,5,0,64.35,0,12,0,2.6
5727-MYATE,1,1,1,72,1,4,0,90.8,0,20,3,4.7
3823-KYNQY,1,1,0,12,2,0,2,24.95,0,3,2,4.0
8988-ECPJR,0,0,1,34,0,3,1,79.6,1,18,3,2.0
7570-WELNY,0,1,1,68,0,2,0,84.7,0,18,0,3.3
3021-VLNRJ,0,1,0,50,1,5,2,70.8,0,29,1,3.8
3776-EKTKM,0,0,0,1,1,2,1,36.45,1,12,3,1.6
2080-CAZNM,0,0,0,41,0,3,1,104.4,0,3,0,2.4
1028-FFNJK,1,0,1,30,0,4,1,101.5,0,6,3,4.6
6907-FLBER,1,1,0,1,1,2,1,54.3,0,5,2,3.3
3001-UNBTL,1,0,1,29,0,1,1,103.95,0,7,3,1.9
5982-PSMKW,0,1,1,23,1,5,0,91.1,0,14,2,1.5
3507-GASNP,1,1,0,60,2,0,0,19.95,0,27,2,3.1
7096-ZNBZI,0,1,1,72,2,0,0,26.45,0,14,0,3.2
1902-XBTFB,1,1,0,22,0,3,1,89.4,1,15,4,2.3
1676-MQAOA,1,1,0,72,1,4,0,75.1,0,26,3,3.5
0786-IVLAW,0,0,0,66,0,2,2,108.1,0,14,1,1.3
7566-DSRLQ,0,1,1,72,0,5,0,110.15,0,27,2,1.6
0643-OKLRP,0,0,1,47,0,2,1,80.35,1,18,4,3.2
7245-JMTTQ,0,1,0,51,0,5,2,111.5,0,15,2,1.2
6050-IJRHS,0,1,1,70,0,1,2,106.5,0,7,4,4.5
6202-JVYEU,1,1,0,9,2,0,2,19.9,0,26,4,1.6
8591-TKMZH,1,1,1,59,0,4,0,111.1,0,6,1,3.7
0734-OXWBT,1,1,0,3,1,4,1,70.7,0,23,4,2.6
4282-ACRXS,1,0,1,38,1,3,1,24.85,0,17,1,2.6
0365-TRTPY,0,1,0,37,0,2,1,91.2,0,14,0,4.1
7349-ALMUX,1,1,0,37,1,4,0,65.6,0,21,2,3.0
9381-NDKME,0,0,1,24,1,2,1,40.65,1,23,1,3.9
6502-KUGLL,0,1,1,14,1,4,1,59.45,0,30,2,3.0
1841-YSJGV,1,1,1,72,0,4,0,109.95,0,21,3,3.4
2794-XIMMO,1,1,1,53,1,5,2,60.45,1,23,0,4.0
8382-SHQEH,0,1,1,8,0,2,1,84.9,1,13,3,3.4
3511-BFTJW,1,1,1,72,1,1,0,38.5,0,23,3,3.5
7668-XCFYV,0,0,1,17,0,1,1,92.55,0,8,4,4.2
2983-ZANRP,0,1,1,2,0,2,1,73.55,1,11,4,4.8
7845-URHJN,0,1,1,8,2,0,1,20.15,1,3,3,2.5
3034-ZBEQN,0,1,1,48,1,2,2,34.7,1,14,4,3.3
5018-HEKFO,0,1,0,10,2,0,1,24.5,0,28,2,1.3
2923-ARZLG,1,1,1,0,2,0,2,19.7,0,16,4,2.4
3976-NLDEZ,1,1,0,1,2,0,1,20.6,0,8,3,2.6
2282-YGNOR,0,1,0,29,1,5,2,58.0,0,3,4,4.3
5336-UFNZP,0,0,1,65,0,1,2,107.45,0,24,4,3.1
6854-EXGSF,0,1,0,8,1,1,1,65.5,0,4,1,3.9
1241-EZFMJ,1,1,1,61,2,0,0,25.45,0,26,1,1.1
9233-PSYHO,0,0,0,45,0,1,2,100.15,0,13,3,2.9
5376-PCKNB,1,1,1,72,0,1,2,104.45,0,5,2,4.6
8044-BGWPI,1,1,1,12,2,0,1,21.15,0,12,0,1.9
4060-LDNLU,1,1,0,7,0,1,1,96.2,0,8,0,1.1
3589-PPVKW,1,1,0,9,1,2,1,44.4,0,8,3,2.7
8327-LZKAS,0,0,1,43,0,5,2,107.55,1,22,2,3.8
5887-IKKYO,1,1,1,58,0,4,0,94.35,0,23,2,2.8
1075-BGWOH,1,0,1,16,0,2,1,98.75,1,4,2,2.8
1755-RMCXH,1,1,1,2,2,0,1,20.3,0,28,1,3.7
0302-JOIVN,0,1,1,8,0,2,1,101.15,1,28,3,2.0
3858-XHYJO,0,1,1,40,0,3,2,105.75,0,26,0,4.0
4299-SIMNS,1,1,0,9,0,1,1,81.15,0,12,2,1.6
7025-IWFHT,1,1,0,41,0,4,2,89.55,0,25,3,2.6
6261-LHRTG,0,1,0,26,1,3,1,54.75,0,28,0,3.6
7841-FCRQD,0,1,1,33,1,5,2,53.75,0,8,1,4.3
2056-EVGZL,1,1,1,68,0,5,2,105.75,0,25,4,4.2
8777-MBMTS,0,0,1,65,0,5,0,105.85,0,30,0,3.9
7753-USQYQ,1,1,0,55,1,5,2,64.2,0,19,0,2.4
5366-IJEQJ,1,1,0,20,0,1,1,88.7,1,16,0,1.5
7661-CPURM,1,1,0,19,0,4,2,87.7,0,7,4,1.9
6233-HXJMX,0,1,0,45,0,1,1,89.3,0,25,2,4.5
5902-WBLSE,0,1,1,70,2,0,0,20.15,0,19,4,4.4
1981-INRFU,0,1,0,2,0,3,1,79.75,1,4,0,4.8
4971-PUYQO,0,1,0,27,0,1,1,94.55,1,11,1,1.3
3239-TPHPZ,0,1,1,12,2,0,0,20.05,0,14,0,3.1
5115-GZDEL,1,1,0,72,1,5,0,67.2,0,21,1,3.6
3338-CVVEH,1,1,0,12,0,3,1,94.55,0,24,3,3.8
8485-GJCDN,0,0,0,5,0,1,1,69.05,1,9,1,3.6
2615-YVMYX,1,0,1,71,0,1,1,107.5,0,11,0,4.1
2851-STERV,1,0,0,35,1,4,2,73.0,0,23,4,2.4
4393-GEADV,1,1,1,70,0,5,0,114.75,0,18,0,1.7
8486-AYEQH,0,1,0,31,0,3,1,76.05,0,22,0,1.8
1527-SXDPN,1,1,1,52,0,5,0,96.25,1,13,3,1.0
6029-WTIPC,1,0,0,37,0,3,1,101.1,1,14,2,2.4
8634-CILSZ,1,1,0,69,0,4,2,104.7,1,17,0,1.4
5419-JKZNQ,1,0,1,30,0,1,1,77.9,0,20,3,2.3
2495-KZNFB,0,1,0,33,0,3,1,90.65,0,21,4,3.5
1409-PHXTF,1,0,1,54,0,4,0,110.45,0,18,3,4.6
4560-WQAQW,0,1,0,59,1,5,2,68.7,0,17,3,4.4
9591-YVTEB,1,0,0,55,1,1,1,44.85,0,7,1,2.0
9309-BZGNT,1,0,1,69,1,3,2,29.8,0,13,2,1.5
4274-DRSQT,0,1,0,66,0,2,2,88.9,0,17,2,1.8
2027-DNKIV,1,1,1,37,1,4,2,58.75,0,20,4,4.9
8075-GXIUB,1,0,1,9,2,0,2,19.85,0,15,3,3.2
2885-HIJDH,1,1,1,69,1,4,0,86.9,0,6,4,1.7
5424-RLQLC,1,1,0,10,1,3,1,59.65,0,19,4,4.4
6682-QJDGB,1,1,0,40,1,1,1,55.25,1,6,2,2.6
6507-DTJZV,1,1,0,13,1,1,1,66.4,0,18,2,4.6
8780-IXSTS,0,1,0,6,0,1,1,90.1,1,25,2,2.0
7673-BQGKU,0,1,1,69,2,0,0,20.15,0,17,0,2.6
6723-WSNTY,0,0,1,66,0,5,2,108.1,0,16,3,3.0
9530-EHPOH,1,1,0,11,1,1,1,53.75,1,14,4,4.6
2725-IWWBA,1,1,1,46,1,4,2,56.9,0,5,3,4.5
0345-HKJVM,0,1,0,6,0,1,1,89.3,1,12,4,3.3
1061-PNTHC,0,1,1,56,0,4,1,109.6,0,10,4,1.9
0394-YONDK,1,1,1,70,2,0,0,25.15,0,8,4,2.6
6574-MCOEH,0,1,1,33,1,5,2,79.15,0,24,4,4.9
7399-QHBJS,0,1,1,72,1,4,0,66.75,0,16,1,3.4
3049-SOLAY,0,1,1,3,0,1,1,95.2,1,19,1,4.1
0997-YTLNY,0,1,0,19,1,5,1,48.8,0,23,0,2.8
3317-HRTNN,0,0,0,5,1,1,1,45.7,1,21,2,3.1
9479-HYNYL,0,1,1,71,1,4,0,80.7,0,18,4,2.7
3235-ETOOB,1,1,1,8,0,3,1,74.5,1,17,3,3.8
9708-KFDBY,1,1,0,1,2,0,1,20.55,0,28,1,4.4
8058-INTPH,0,1,0,1,0,1,1,79.65,1,17,2,3.0
3642-GKTCT,0,1,0,61,0,4,2,115.1,0,3,0,2.9
0774-RMNUW,0,1,1,71,1,4,0,59.7,0,26,2,2.4
1334-PDUKM,0,1,1,68,0,2,2,86.45,0,25,4,1.7
0756-MPZRL,1,1,0,46,1,5,2,33.7,0,25,2,4.8
2242-MFOTG,1,1,0,33,0,1,2,80.1,0,14,4,2.3
2927-CVULT,0,1,1,53,0,5,0,104.05,0,12,1,4.2
2144-BFDSO,0,0,1,50,0,3,1,108.75,0,16,1,3.9
8745-PVESG,0,1,0,57,1,4,2,41.1,0,12,4,4.2
7647-GYYKX,0,1,1,54,2,0,0,20.35,0,12,3,4.7
5647-FXOTP,0,0,1,60,0,2,1,105.9,0,22,1,3.5
5569-OUICF,0,0,1,28,0,5,1,101.3,1,13,3,4.6
8821-XNHVZ,0,1,1,1,0,3,1,80.05,1,24,4,1.7
2082-OJVTK,1,1,1,29,0,1,1,89.2,1,18,4,3.5
9700-ISPUP,0,1,1,10,1,5,1,65.5,0,11,1,4.1
9839-ETQOE,1,1,0,43,1,1,1,40.45,0,17,3,2.1
6078-VESFR,1,0,1,13,0,3,1,70.45,0,16,4,4.0
9027-TMATR,0,1,1,43,1,4,0,78.8,0,21,1,4.1
5940-NFXKV,1,1,1,19,0,2,1,83.65,1,11,4,4.3
1941-HOSAM,1,1,1,1,0,2,1,90.1,0,6,2,2.3
9110-HSGTV,0,1,0,69,1,4,0,82.45,0,23,2,3.7
0704-VCUMB,0,1,1,61,2,0,0,20.25,0,9,1,2.2
6171-ZTVYB,1,1,1,43,1,5,1,66.25,0,24,4,4.0
8053-WWDRO,0,1,1,6,2,0,1,19.5,1,28,1,2.9
9564-KCLHR,1,1,0,1,1,4,1,51.25,1,10,0,3.4
1935-IMVBB,1,1,1,56,0,2,1,89.7,0,26,1,2.7
2535-PBCGC,0,1,1,70,1,4,0,64.55,0,10,1,1.6
2082-CEFLT,1,1,0,1,1,1,1,45.6,1,21,2,1.7
1470-PSXNM,1,1,1,49,0,1,2,93.65,0,17,2,1.3
1213-NGCUN,0,1,0,6,1,4,1,49.65,1,18,4,3.5
2498-XLDZR,0,1,1,32,1,4,0,73.6,0,28,1,4.4
9866-OCCKE,0,0,1,72,0,5,0,109.75,0,24,1,1.1
5338-YHWYT,1,1,0,37,1,4,0,61.45,0,25,4,1.3
7718-UPSKJ,0,1,1,69,0,5,2,106.4,0,11,3,2.8
8731-WBBMB,0,1,1,26,1,5,1,81.9,0,28,4,4.0
1448-CYWKC,0,1,1,58,0,3,2,105.2,0,28,2,1.6
7901-IIDQV,1,1,0,24,1,4,2,54.6,0,14,2,2.1
2690-DVRVK,1,1,1,5,2,0,2,20.55,0,18,1,1.9
5688-KZTSN,1,1,1,15,2,0,1,20.0,1,6,2,2.6
1270-XKUCC,0,1,1,30,2,0,0,19.7,0,7,4,1.9
0334-ZFJSR,0,1,1,55,1,4,2,66.05,0,10,1,2.4
2894-QOJRX,0,1,1,25,1,2,1,34.0,1,3,4,3.9
5747-PMBSQ,1,0,1,10,0,5,1,92.5,1,30,4,3.4
5583-EJXRD,1,1,1,44,1,4,0,54.05,0,8,1,1.3
4565-EVZMJ,0,1,0,47,1,5,2,58.9,0,17,3,3.6
3143-JQEGI,0,1,1,13,0,2,1,88.35,1,6,2,2.9
6386-SZZKH,0,1,1,49,0,4,0,107.95,1,23,0,4.7
3327-YBAKM,0,1,1,64,0,5,2,96.9,0,13,0,2.2
9441-QHEVC,1,1,0,1,2,0,1,19.1,0,7,0,3.9
6705-LNMDD,1,1,0,20,1,4,1,50.0,0,20,2,3.9
2580-ASVVY,0,1,1,37,1,5,0,45.4,0,26,3,1.9
3370-GQEAL,1,1,1,30,0,2,1,85.45,0,17,4,4.6
5032-USPKF,0,1,0,38,1,1,2,84.1,0,20,1,3.0
2982-IHMFT,0,0,0,1,0,3,1,74.45,1,22,3,3.7
3521-SYVOR,0,1,0,37,1,3,1,64.75,1,30,0,1.6
4254-QPEDE,0,1,1,52,1,5,0,66.25,0,15,2,2.0
6283-GITPX,1,1,0,71,1,5,0,76.9,0,7,2,3.3
9526-JAWYF,1,1,0,26,0,2,1,89.8,1,3,1,2.3
0771-CHWSK,1,1,0,66,1,2,0,74.6,0,24,4,3.0
9788-HNGUT,1,1,1,72,0,4,0,116.95,0,20,3,2.5
9495-REDIY,1,1,0,25,1,2,2,40.65,0,16,3,3.6
5375-XLDOF,1,1,1,69,0,4,0,114.35,0,7,3,2.9
1172-VIYBP,1,1,1,53,1,3,0,69.7,0,8,4,1.0
5649-VUKMC,0,1,0,12,0,1,2,95.5,1,29,4,3.6
6559-PDZLR,1,1,0,26,0,4,1,98.65,0,26,4,2.7
8992-OBVDG,1,1,0,21,1,2,1,61.65,0,27,1,2.4
4273-MBHYA,0,1,0,1,0,3,1,89.35,0,30,2,1.4
4724-WXVWF,1,1,0,48,0,4,1,95.4,0,18,0,1.9
5701-GUXDC,0,1,1,26,1,2,2,35.4,0,24,4,1.9
1460-UZPRJ,1,1,1,60,2,0,0,19.95,0,23,2,4.7
6082-GLJIX,1,1,0,18,2,0,1,19.25,0,14,4,2.7
5143-EGQFK,0,0,0,10,1,4,1,29.65,1,22,0,1.2
4919-IKATY,1,1,1,5,0,1,1,84.5,1,20,4,1.6
2495-TTHBQ,0,1,0,4,2,0,2,20.4,0,4,2,1.3
0485-ZBSLN,1,1,1,65,2,0,0,24.75,0,25,1,3.4
3810-PJUHR,1,1,1,70,2,0,0,25.35,0,23,0,1.7
9050-QLROH,1,1,0,18,0,3,1,90.7,1,25,2,3.0
0847-HGRML,1,1,0,62,2,0,0,20.0,0,15,3,2.5
8232-CTLKO,0,1,1,66,1,3,0,59.75,0,29,3,4.2
9227-YBAXE,0,1,1,65,1,5,0,82.5,0,19,3,2.3
6168-WFVVF,0,0,0,3,0,2,1,70.3,1,19,1,2.8
9860-LISIZ,0,1,0,34,2,0,1,20.35,0,18,4,3.9
0112-QAWRZ,1,1,1,16,0,1,1,90.8,0,23,4,2.7
0877-SDMBN,0,1,0,54,0,3,2,103.95,1,20,4,4.2
2786-GCDPI,0,0,0,50,0,5,1,104.95,0,10,1,3.6
4043-MKDTV,1,1,1,71,0,5,0,105.25,0,5,3,2.6
8065-YKXKD,0,1,0,10,0,3,1,74.75,1,19,4,3.0
9637-EIHEQ,0,1,0,1,1,4,1,50.8,1,20,1,4.9
9229-RQABD,1,1,0,18,2,0,2,23.75,0,28,1,3.6
8313-KTIHG,1,1,0,4,1,4,1,61.3,0,28,2,4.6
5320-BRKGK,0,1,1,58,1,4,0,75.8,0,25,4,1.7
6284-KMNUF,0,1,1,56,0,1,2,98.0,0,8,3,2.9
9689-PTNPG,1,1,0,2,0,1,1,80.25,1,30,0,4.6
9465-RWMXL,1,1,1,32,0,3,1,78.9,1,10,1,2.3
6229-UOLQL,1,1,1,56,1,5,2,52.0,0,25,2,4.9
2362-IBOOY,1,1,0,36,0,3,1,84.75,1,28,0,1.4
3137-LUPIX,0,1,0,4,1,5,1,64.4,0,15,1,4.6
0843-WTBXE,1,1,0,53,0,2,1,85.45,1,10,2,2.8
6143-JQKEA,1,1,0,10,1,1,1,45.8,0,21,4,1.3
8676-OOQEJ,1,1,0,4,1,4,1,30.5,0,8,2,4.5
5515-IDEJJ,1,1,1,1,2,0,1,19.9,1,25,1,2.0
9701-CDXHR,0,1,1,51,0,2,1,69.15,0,17,4,1.1
7450-NWRTR,1,0,0,12,0,3,1,99.45,1,12,3,1.5
8124-NZVGJ,0,1,0,6,1,5,2,49.25,0,29,2,3.6
2162-FRZAA,1,1,1,63,1,5,0,39.35,0,19,0,4.9
5376-DEQCP,0,1,0,1,0,1,1,70.6,1,3,4,1.4
5118-MUEYH,0,1,1,48,0,5,1,105.1,0,9,4,2.8
9095-HFAFX,0,1,0,5,0,3,1,81.0,1,29,3,1.7
5627-TVBPP,0,1,0,35,2,0,2,20.1,0,15,2,4.0
2379-ENZGV,1,1,0,6,0,2,1,84.85,1,5,0,1.5
3936-QQFLL,1,1,0,2,2,0,1,19.75,0,21,3,2.0
2589-AYCRP,0,1,0,50,2,0,2,19.75,0,17,2,1.8
4067-HLYQI,0,1,0,33,0,3,1,70.4,0,7,0,3.2
5124-EOGYE,1,1,0,31,2,0,0,20.45,0,13,0,4.5
5057-RKGLH,0,1,1,9,2,0,0,20.35,0,24,1,3.0
0292-WEGCH,0,1,1,54,1,5,1,86.2,0,20,0,1.2
8910-ICHIU,0,1,0,46,0,2,2,95.65,0,5,2,3.3
4097-YODCF,1,1,0,34,0,1,2,103.8,0,8,3,4.2
9715-WZCLW,1,1,1,71,0,3,0,97.2,0,5,3,1.5
9786-YWNHU,0,1,1,63,1,5,0,63.55,0,7,1,1.3
6407-GSJNL,0,1,0,51,2,0,0,24.95,0,11,2,1.8
6005-OBZPH,0,0,0,26,0,3,1,89.15,1,30,0,4.0
4049-ZPALD,0,1,1,64,0,3,0,99.0,0,21,1,3.4
7932-WPTDS,0,0,1,1,1,2,1,24.8,1,30,4,3.2
3733-UOCWF,1,0,1,61,0,5,2,85.55,0,29,2,2.0
6833-JMZYP,0,1,0,15,0,3,1,94.0,0,15,1,2.3
2722-VOJQL,1,1,0,64,0,5,2,105.65,1,8,3,4.9
1310-QRITU,0,1,0,18,1,1,1,50.3,0,13,1,2.0
8961-QDZZJ,0,1,1,57,0,3,2,95.0,0,23,4,4.6
9715-SBVSU,1,1,1,14,1,1,0,61.4,0,23,2,3.3
8490-BXHEO,1,0,0,18,0,3,1,80.55,0,29,1,1.5
7173-TETGO,0,0,1,72,0,2,0,78.5,0,16,0,2.9
7929-SKFGK,1,1,1,70,0,4,0,114.3,0,8,2,4.8
2300-RQGOI,0,1,0,38,2,0,0,20.05,0,8,1,2.7
3563-SVYLG,1,1,1,68,1,5,0,62.65,0,19,1,4.5
5228-EXCET,1,1,0,13,0,1,1,80.85,1,13,2,2.0
6435-VWCCY,1,0,1,65,0,1,0,92.7,0,17,3,3.3
4998-IKFSE,0,1,0,30,0,2,1,100.45,0,11,0,4.4
8630-QSGXK,1,1,1,51,1,5,0,75.2,0,23,2,4.7
2455-USLMV,0,1,0,31,0,2,1,84.75,0,19,0,2.9
7394-FKDNK,0,1,1,9,0,2,1,89.45,1,26,0,3.6
9488-FVZCC,0,1,1,72,1,5,0,79.5,0,9,2,1.0
6331-LWDTQ,1,1,0,10,1,1,1,72.15,1,9,1,2.0
5995-WWKKG,0,1,0,37,2,0,2,19.8,0,23,3,2.1
1597-FZREH,0,1,0,2,1,5,1,76.4,1,3,0,1.4
7879-CGSFV,1,1,0,55,0,1,2,100.9,0,27,0,2.1
9921-EZKBY,1,1,0,33,0,2,1,95.3,0,29,1,2.3
7432-FFVAR,0,1,1,46,0,5,2,90.95,0,27,2,4.9
7246-ZGQDF,0,1,0,1,1,4,1,54.5,0,10,3,3.7
7000-WCEVQ,0,0,0,20,1,2,1,61.6,1,7,0,2.7
0727-IWKVK,1,1,1,9,0,3,1,79.9,1,21,0,5.0
5959-BELXA,1,0,0,32,0,2,1,96.15,1,10,2,1.6
4456-RHSNB,0,1,1,19,1,2,1,49.6,0,19,1,2.9
3512-IZIKN,0,1,1,70,1,5,0,65.3,1,21,4,3.6
2481-SBOYW,0,1,0,61,2,0,0,25.0,0,14,1,1.2
7109-MFBYV,1,1,0,26,1,3,1,45.45,0,29,0,3.9
1833-TCXKK,1,1,1,45,0,3,1,107.75,0,25,0,1.4
1832-PEUTS,1,1,1,62,0,2,0,89.1,0,17,3,1.6
6141-OOXUQ,1,1,0,1,2,0,1,19.65,1,6,1,1.6
8660-BUETV,0,1,0,3,1,3,1,44.75,0,25,4,4.7
0580-PIQHM,0,1,1,41,0,1,2,101.6,0,14,3,3.7
5696-CEIQJ,1,1,1,67,0,4,0,103.15,0,29,4,3.6
7503-ZGUZJ,1,1,0,1,0,1,1,84.65,1,15,3,3.2
1696-HXOWK,0,1,1,71,0,3,2,95.65,0,16,1,2.2
3026-ATZYV,0,1,1,37,1,3,2,75.1,0,7,0,3.5
4012-YCFAI,1,1,1,60,1,4,0,61.35,0,24,4,2.6
2506-TNFCO,0,0,1,1,0,1,1,69.55,1,18,1,1.6
9970-QBCDA,0,1,0,6,2,0,1,19.7,0,9,4,3.8
8718-PTMEZ,0,1,0,13,1,3,1,31.05,1,17,1,1.5
9496-IVVRP,0,1,1,11,1,3,1,51.0,0,15,3,1.8
2207-OBZNX,1,1,0,7,1,1,1,51.0,1,28,1,4.3
2657-VPXTA,0,1,1,10,0,1,1,88.85,0,18,3,3.6
6551-VLJMV,1,1,1,34,2,0,0,20.05,0,14,0,3.5
1221-GHZEP,0,1,0,62,1,5,0,65.1,0,9,3,2.7
9289-LBQVU,1,1,1,64,1,4,2,70.15,0,18,2,2.6
6142-VSJQO,0,1,1,1,1,3,1,44.35,1,25,0,3.8
3458-IDMFK,1,1,0,25,2,0,0,20.75,0,25,1,4.0
6933-FHBZC,0,1,0,26,1,2,2,56.05,0,29,1,3.0
0221-NAUXK,1,1,0,10,2,0,2,19.95,0,15,2,4.9
9770-KXGQU,0,1,0,53,0,1,2,98.6,0,25,1,4.8
6437-UKHMV,0,1,0,7,0,1,1,79.7,1,5,0,2.6
6538-POCHL,1,1,0,33,0,1,1,79.0,0,17,0,4.3
6726-NNFWD,0,0,1,71,0,3,0,89.45,0,30,3,3.2
3002-WQZWT,0,1,0,29,0,1,1,74.2,0,5,4,3.0
4277-UDIEF,1,1,1,24,1,5,1,81.0,0,9,1,1.2
1208-NBVFH,1,1,1,20,1,1,1,49.6,0,20,2,3.3
4912-PIGUY,0,1,0,1,0,2,1,84.6,0,16,0,4.6
1114-CENIM,1,1,0,54,1,2,1,55.0,1,20,0,4.1
6060-DRTNL,0,0,0,5,0,3,1,84.85,1,21,0,4.1
2725-TTRIQ,0,1,1,72,1,5,0,84.2,0,16,4,1.6
3374-TTZTK,1,1,1,52,0,5,0,106.3,0,22,4,2.4
8990-ZXLSU,0,1,0,9,0,3,1,69.05,0,8,1,1.9
2275-RBYQS,0,1,0,1,1,2,1,45.4,0,10,2,2.3
